Distrito Federal,Distrito Local,Municipio,Sección,Tipo Sección,Padrón Electoral,Listado Nominal,Casilla,Tipo Casilla,"Casilla
con urna electrónic",Domicilio,Localidad y Manzana,Ubicación,Referencia,Tipo Domicilio,postal_code,Distrito Federal_,Distrito Local_,Municipio_
MATEHUALA,MATEHUALA,CEDRAL,122,NO URBANA,646,644,NO URBANA,B1,NO,"CALLE PONCIANO ARRIAGA NÚMERO 255, ZONA CENTRO, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",1) CEDRAL 0028,CENTRO DE ATENCIÓN MÚLTIPLE,FRENTE AL ESTADIO DE BÉISBOL,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,122,NO URBANA,645,644,NO URBANA,C1,NO,"CALLE PONCIANO ARRIAGA NÚMERO 255, ZONA CENTRO, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",1) CEDRAL 0028,CENTRO DE ATENCIÓN MÚLTIPLE,FRENTE AL ESTADIO DE BÉISBOL,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,122,NO URBANA,645,644,NO URBANA,C2,NO,"CALLE PONCIANO ARRIAGA NÚMERO 255, ZONA CENTRO, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",1) CEDRAL 0028,CENTRO DE ATENCIÓN MÚLTIPLE,FRENTE AL ESTADIO DE BÉISBOL,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,122,NO URBANA,645,643,NO URBANA,C3,NO,"CALLE PONCIANO ARRIAGA NÚMERO 255, ZONA CENTRO, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",1) CEDRAL 0028,CENTRO DE ATENCIÓN MÚLTIPLE,FRENTE AL ESTADIO DE BÉISBOL,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,123,NO URBANA,170,170,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN MATEO, CEDRAL, CÓDIGO POSTAL 78520, SAN LUIS POTOSÍ",75) SAN MATEO 0028,ESCUELA PRIMARIA RURAL NICOLÁS ZAPATA,"SE ENCUENTRA A LA ENTRADA DE LA COMUNIDAD, JUNTO A LA PILA DE AGUA",ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,124,NO URBANA,284,284,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN LORENZO, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",74) SAN LORENZO 0023,ESCUELA PRIMARIA RURAL IGNACIO ALLENDE,CONTRA ESQUINA DEL CENTRO DE SALUD,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,125,NO URBANA,224,222,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SANTA RITA DEL SOTOL, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",82) SANTA RITA DEL SOTOL 0098,ESCUELA PRIMARIA RURAL JOSÉ MARÍA MORELOS,FRENTE AL CENTRO DE SALUD,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,125,NO URBANA,155,155,NO URBANA,E1,NO,"DOMICILIO CONOCIDO, GALLOS BLANCOS, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ.",20) GALLOS BLANCOS 0011,ESCUELA PRIMARIA IGNACIO ZARAGOZA,A UN LADO DE LA TELESECUNDARIA,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,126,NO URBANA,433,433,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, PRESA VERDE, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",45) PRESA VERDE 0008,ESCUELA PRIMARIA BENITO JUÁREZ,"ACCESO NORTE AL POBLADO, A UN COSTADO DE LA CASA DE SALUD",ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,127,NO URBANA,311,310,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, ZAMARRIPA, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",93) ZAMARRIPA 0020,ESCUELA PRIMARIA RURAL EMILIANO ZAPATA,UBICADA A ESPALDAS DE LA IGLESIA,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,128,NO URBANA,385,385,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, ESPÍRITU SANTO, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",18) ESPIRITU SANTO 0013,ESCUELA PRIMARIA RURAL VENUSTIANO CARRANZA,AL SUR DEL JARDÍN DE NIÑOS,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,129,NO URBANA,118,116,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, JESÚS MARÍA, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",22) JESUS MARIA 0031,ESCUELA PRIMARIA COMUNITARIA JESÚS MARÍA,A 50 METROS DE LA IGLESIA,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,130,NO URBANA,231,231,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, CERRO DE FLORES, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",11) CERRO DE FLORES 0056,ESCUELA PRIMARIA PRO PATRIA,FRENTE A LA IGLESIA,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,131,NO URBANA,619,618,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN ISIDRO, CÓDIGO POSTAL 78521, CEDRAL, SAN LUIS POTOSÍ",69) SAN ISIDRO 0022,ESCUELA PRIMARIA FRANCISCO I. MADERO,FRENTE A LA CASETA TELEFÓNICA A UN COSTADO DEL DEPÓSITO DE AGUA,ESCUELA,78521,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,131,NO URBANA,619,618,NO URBANA,C1,NO,"DOMICILIO CONOCIDO, SAN ISIDRO, CÓDIGO POSTAL 78521, CEDRAL, SAN LUIS POTOSÍ",69) SAN ISIDRO 0022,ESCUELA PRIMARIA FRANCISCO I. MADERO,FRENTE A LA CASETA TELEFÓNICA A UN COSTADO DEL DEPÓSITO DE AGUA,ESCUELA,78521,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,132,NO URBANA,166,166,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SALADITO, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",60) SALADITO 0021,ESCUELA PRIMARIA RURAL IGNACIO ALLENDE,FRENTE A LA CANCHA DEPORTIVA AL SUR DEL ESTANQUE,ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,133,NO URBANA,343,343,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, LAGUNILLAS, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",28) LAGUNILLAS 0007,ESCUELA PRIMARIA PROFESOR GREGORIO TORRES QUINTERO,"AL SUR DE LA CAPILLA, A UN COSTADO DEL JARDÍN DE NIÑOS Y A ESPALDAS DE LA CASA DE SALUD",ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,134,NO URBANA,375,374,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SANTA TERESA, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",83) SANTA TERESA,ESCUELA PRIMARIA FRANCISCO I. MADERO,"A UN COSTADO DE LA ESCUELA TELESECUNDARIA, RUMBO A LA LOCALIDAD LA CRUZ",ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CEDRAL,135,NO URBANA,695,695,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, BLANCO DE ARRIBA, CÓDIGO POSTAL 78520, CEDRAL, SAN LUIS POTOSÍ",8) BLANCO DE ARRIBA 0002,ESCUELA PRIMARIA RURAL MARIANO ARISTA,"FRENTE A LA CONASUPO, A 700 METROS DEL JARDÍN DE NIÑOS",ESCUELA,78520,1,1,7
MATEHUALA,MATEHUALA,CHARCAS,384,URBANA,712,712,URBANA,B1,NO,"CALLE SIN NOMBRE NÚMERO 100, COLONIA INDUSTRIAL MINERA MÉXICO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0024,JARDÍN DE NIÑOS SIMÓN BOLÍVAR,"ENTRE CALLES PÍPILA Y CALECEROS, ATRÁS DE LA CAPILLA",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,385,URBANA,472,472,URBANA,B1,NO,"CALLE PRIMERO DE MAYO SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 78590, CHARCAS,  SAN LUIS POTOSÍ",1) CHARCAS 0033,PLAZA OJO DE AGUA,"FRENTE A LA CASA DE LA CULTURA, ENTRE LAS CALLES JUAN SARABIA Y GÓMEZ FARÍAS",LUGAR PÚBLICO,78590,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,386,URBANA,607,607,URBANA,B1,NO,"CALLE MIGUEL HIDALGO NÚMERO 69, ZONA CENTRO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0039,ESCUELA SECUNDARIA GENERAL MIGUEL HIDALGO Y COSTILLA,"ENTRE CALLES PINO SUÁREZ Y
AGUSTÍN DE ITURBIDE, FRENTE A LA PREPARATORIA INGENIERO RAMÓN MAYAGOITIA",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,386,URBANA,606,606,URBANA,C1,NO,"CALLE MIGUEL HIDALGO NÚMERO 69, ZONA CENTRO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0039,ESCUELA SECUNDARIA GENERAL MIGUEL HIDALGO Y COSTILLA,"ENTRE CALLES PINO SUÁREZ Y
AGUSTÍN DE ITURBIDE, FRENTE A LA PREPARATORIA INGENIERO RAMÓN MAYAGOITIA",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,387,URBANA,652,652,URBANA,B1,NO,"CALLE HIDALGO SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0018,ESCUELA PRIMARIA URBANA FEDERAL JUSTO SIERRA,"ENTRE CALLES GERÓNIMO LÓPEZ PAYÁN Y PINO SUÁREZ, JUNTO A LA UNIVERSIDAD COMUNITARIA",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,387,URBANA,652,652,URBANA,C1,NO,"CALLE HIDALGO SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0018,ESCUELA PRIMARIA URBANA FEDERAL JUSTO SIERRA,"ENTRE CALLES GERÓNIMO LÓPEZ PAYÁN Y PINO SUÁREZ, JUNTO A LA UNIVERSIDAD COMUNITARIA",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,388,URBANA,422,422,URBANA,B1,NO,"CALLE ALHÓNDIGA NÚMERO 14, ZONA CENTRO, CÓDIGO POSTAL 78570, CHARCAS,  SAN LUIS POTOSÍ",1) CHARCAS 0003,ESCUELA PRIMARIA ARTÍCULO 123 FERNÁNDEZ DE LIZARDI,ENTRE CALLES 20 DE NOVIEMBRE Y PRAXEDIS GUERRERO,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,388,URBANA,421,421,URBANA,C1,NO,"CALLE ALHÓNDIGA NÚMERO 14, ZONA CENTRO, CÓDIGO POSTAL 78570, CHARCAS,  SAN LUIS POTOSÍ",1) CHARCAS 0003,ESCUELA PRIMARIA ARTÍCULO 123 FERNÁNDEZ DE LIZARDI,ENTRE CALLES 20 DE NOVIEMBRE Y PRAXEDIS GUERRERO,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,389,URBANA,491,491,URBANA,B1,NO,"CALLE SALTILLO SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0065,JARDÍN DE NIÑOS MARÍA ENRIQUETA CAMARILLO,FRENTE AL CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS NÚMERO 126,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,389,URBANA,490,490,URBANA,C1,NO,"CALLE SALTILLO SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0065,JARDÍN DE NIÑOS MARÍA ENRIQUETA CAMARILLO,FRENTE AL CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS NÚMERO 126,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,390,URBANA,704,704,URBANA,B1,NO,"CALLE SALTILLO SIN NÚMERO, COLONIA CRUZ DEL SIGLO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0056,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS NÚMERO 126,FRENTE AL MONUMENTO CRUZ DEL SIGLO,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,391,URBANA,401,401,URBANA,B1,NO,"CALLE JUÁREZ NÚMERO 105, CENTRO, CÓDIGO POSTAL 78595, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0021,PARQUE MUNICIPAL,A UN COSTADO DE LA IGLESIA,LUGAR PÚBLICO,78595,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,391,URBANA,400,400,URBANA,C1,NO,"CALLE JUÁREZ NÚMERO 105, CENTRO, CÓDIGO POSTAL 78595, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0021,PARQUE MUNICIPAL,A UN COSTADO DE LA IGLESIA,LUGAR PÚBLICO,78595,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,392,NO URBANA,629,628,NO URBANA,B1,NO,"CALLE LIBRADO RIVERA SIN NÚMERO, BARRIO DE POTRERILLOS, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0051,ESCUELA PRIMARIA ONCE DE JULIO,"ESQUINA CALLE ACAPULCO, A UN COSTADO DEL JARDÍN DE NIÑOS",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,392,NO URBANA,628,628,NO URBANA,C1,NO,"CALLE LIBRADO RIVERA SIN NÚMERO, BARRIO DE POTRERILLOS, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0051,ESCUELA PRIMARIA ONCE DE JULIO,"ESQUINA CALLE ACAPULCO, A UN COSTADO DEL JARDÍN DE NIÑOS",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,392,NO URBANA,628,628,NO URBANA,C2,NO,"CALLE LIBRADO RIVERA SIN NÚMERO, BARRIO DE POTRERILLOS, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0051,ESCUELA PRIMARIA ONCE DE JULIO,"ESQUINA CALLE ACAPULCO, A UN COSTADO DEL JARDÍN DE NIÑOS",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,392,NO URBANA,628,628,NO URBANA,C3,NO,"CALLE LIBRADO RIVERA SIN NÚMERO, BARRIO DE POTRERILLOS, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0051,ESCUELA PRIMARIA ONCE DE JULIO,"ESQUINA CALLE ACAPULCO, A UN COSTADO DEL JARDÍN DE NIÑOS",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,392,NO URBANA,628,628,NO URBANA,C4,NO,"CALLE LIBRADO RIVERA SIN NÚMERO, BARRIO DE POTRERILLOS, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",1) CHARCAS 0051,ESCUELA PRIMARIA ONCE DE JULIO,"ESQUINA CALLE ACAPULCO, A UN COSTADO DEL JARDÍN DE NIÑOS",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,393,NO URBANA,151,151,NO URBANA,B1,NO,"CALLE PRIMERO DE MAYO SIN NÚMERO, PRESA DE SANTA GERTRUDIS, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",82) PRESA DE SANTA GERTRUDIS 0013,ESCUELA PRIMARIA CINCO DE MAYO,"CALLE PRINCIPAL, JUNTO AL JARDÍN DE NIÑOS",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,394,NO URBANA,677,677,NO URBANA,B1,NO,"CALLE HIDALGO SIN NÚMERO, COYOTILLOS, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",26) COYOTILLOS 0039,ESCUELA PRIMARIA LEANDRO VALLE,"ENTRE CALLES VENUSTIANO
CARRANZA Y DIEGO DE MONTEMAYOR, JUNTO AL JARDÍN DE NIÑOS",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,395,NO URBANA,213,213,NO URBANA,B1,NO,"CALLE HERMENEGILDO GALEANA SIN NÚMERO, NORIA DE CERRO GORDO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",72) NORIA DE CERRO GORDO,ESCUELA PRIMARIA HERMENEGILDO GALEANA,A UN COSTADO DE LA CLÍNICA DE SALUD,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,396,NO URBANA,396,396,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, MIGUEL HIDALGO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",67) MIGUEL HIDALGO,ESCUELA PRIMARIA MIGUEL HIDALGO,"FRENTE AL CENTRO EJIDAL, A UN COSTADO DE LA FÁBRICA DE MEZCAL",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,396,NO URBANA,395,395,NO URBANA,C1,NO,"DOMICILIO CONOCIDO, MIGUEL HIDALGO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",67) MIGUEL HIDALGO,ESCUELA PRIMARIA MIGUEL HIDALGO,"FRENTE AL CENTRO EJIDAL, A UN COSTADO DE LA FÁBRICA DE MEZCAL",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,396,NO URBANA,437,437,NO URBANA,E1,NO,"DOMICILIO CONOCIDO, FRANCISCO I. MADERO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ.",39) FRANCISCO I. MADERO,ESCUELA PRIMARIA RURAL PONCIANO ARRIAGA,FRENTE A LA ESCUELA TELESECUNDARIA Y EL JARDÍN DE NIÑOS,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,397,NO URBANA,327,327,NO URBANA,B1,NO,"CALLE BENITO JUÁREZ NÚMERO 102, VICENTE
GUERRERO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",44) VICENTE GUERRERO,ESCUELA PRIMARIA VICENTE GUERRERO,FRENTE AL SALÓN DEL CENTRO DE SALUD,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,398,NO URBANA,304,304,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, JOSE MARÍA MORELOS, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",47) JOSE MARIA MORELOS,ESCUELA PRIMARIA JOSÉ MARÍA MORELOS,FRENTE A LA CARRETERA A SANTO DOMINGO,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,399,NO URBANA,151,151,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN JUAN DEL TUZAL, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",104) SAN JUAN DEL TUZAL,ESCUELA PRIMARIA PROFESOR LINO GÓMEZ,JUNTO A LA CAPILLA,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,400,NO URBANA,135,135,NO URBANA,B1,NO,"CALLE BENITO JUÁREZ SIN NÚMERO, EL CEDAZO, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",17) EL CEDAZO,ESCUELA PRIMARIA RURAL NIÑOS HÉROES,"FRENTE A LA IGLESIA, EN EL CENTRO DE LA COMUNIDAD",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,401,NO URBANA,301,301,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, LABOR DE LA CRUZ, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",50) LABOR DE LA CRUZ,ANTES ESCUELA PRIMARIA FRANCISCO I. MADERO,"EN EL CENTRO DE LA COMUNIDAD, FRENTE AL CAMINO A SAN RAFAEL",ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,401,NO URBANA,230,230,NO URBANA,E1,NO,"DOMICILIO CONOCIDO, SAN RAFAEL, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ.",110) SAN RAFAEL,ESCUELA TELESECUNDARIA FRANCISCO VILLA,A UN COSTADO DE LA ESCUELA PRIMARIA JUAN ALDAMA,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,402,NO URBANA,455,455,NO URBANA,B1,NO,"CALLE MORELOS SIN NÚMERO, CAÑADA VERDE, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",14) CAÑADA VERDE 0036,ESCUELA PRIMARIA JOSÉ MARÍA MORELOS,FRENTE A LA TIENDA DE ABARROTES JUANITA DE LA ROSA,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,402,NO URBANA,455,455,NO URBANA,C1,NO,"CALLE MORELOS SIN NÚMERO, CAÑADA VERDE, CÓDIGO POSTAL 78570, CHARCAS, SAN LUIS POTOSÍ",14) CAÑADA VERDE 0036,ESCUELA PRIMARIA JOSÉ MARÍA MORELOS,FRENTE A LA TIENDA DE ABARROTES JUANITA DE LA ROSA,ESCUELA,78570,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,403,NO URBANA,703,702,NO URBANA,B1,NO,"CALLE 20 DE NOVIEMBRE SIN NÚMERO, ÁLVARO OBREGÓN, CÓDIGO POSTAL 78590, CHARCAS, SAN LUIS POTOSÍ",5) ALVARO OBREGON 0035,ESCUELA PRIMARIA ÁLVARO OBREGÓN,"A DOS CALLES DE LA VÍA DEL FERROCARRIL, FRENTE A LA CASETA TELEFÓNICA",ESCUELA,78590,1,1,15
MATEHUALA,MATEHUALA,CHARCAS,404,NO URBANA,474,473,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, ELORZA, CÓDIGO POSTAL 78590, CHARCAS, SAN LUIS POTOSÍ",34) ELORZA,ESCUELA PRIMARIA CARLOS A CARRILLO,"AL COSTADO DERECHO DE LA CAPILLA, JUNTO AL DEPÓSITO DE AGUA",ESCUELA,78590,1,1,15
MATEHUALA,MATEHUALA,MATEHUALA,490,URBANA,725,724,URBANA,B1,NO,"CARRETERA A LA PAZ NÚMERO 431, COLONIA INFONAVIT FIDEL VELÁZQUEZ, CÓDIGO POSTAL 78724, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0038,PROPIEDAD PRIVADA,ENTRE LAS CALLES LÁZARO CÁRDENAS Y CARRETERA A LA PAZ,PARTICUL AR,78724,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,490,URBANA,725,723,URBANA,C1,NO,"CARRETERA A LA PAZ NÚMERO 431, COLONIA INFONAVIT FIDEL VELÁZQUEZ, CÓDIGO POSTAL 78724, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0038,PROPIEDAD PRIVADA,ENTRE LAS CALLES LÁZARO CÁRDENAS Y CARRETERA A LA PAZ,PARTICUL AR,78724,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,491,URBANA,432,430,URBANA,B1,NO,"CALLE FERNANDO AMILPA SIN NÚMERO, COLONIA INFONAVIT FIDEL VELÁZQUEZ, CÓDIGO POSTAL 78723, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0044,JARDÍN DE NIÑOS MARÍA L CASTILLO,ENTRE LAS CALLES LEY FEDERAL DEL TRABAJO Y ALFONSO R. GARCÍA,ESCUELA,78723,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,491,URBANA,431,429,URBANA,C1,NO,"CALLE FERNANDO AMILPA SIN NÚMERO, COLONIA INFONAVIT FIDEL VELÁZQUEZ, CÓDIGO POSTAL 78723, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0044,JARDÍN DE NIÑOS MARÍA L CASTILLO,ENTRE LAS CALLES LEY FEDERAL DEL TRABAJO Y ALFONSO R. GARCÍA,ESCUELA,78723,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,492,URBANA,255,255,URBANA,B1,NO,"CALLE CIRCUITO FILÓSOFOS NÚMERO 1, FRACCIONAMIENTO LLANO AZUL, CÓDIGO POSTAL 78715, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0004,CLUB DEPORTIVO Y CULTURAL LLANO AZUL,FRENTE A LAS INSTALACIONES DE PEMEX,PARTICUL AR,78715,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,493,URBANA,657,655,URBANA,B1,NO,"CALLE PAVORREAL SIN NÚMERO, COLONIA LA GRANJA, CÓDIGO POSTAL 78716, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0061,ESCUELA PRIMARIA PROFESOR LUCIO SANDOVAL RIVERA,"ENTRE AVENIDA NORTE Y AVENIDA SUR, ATRÁS DEL RESTAURANT LA CARRETA",ESCUELA,78716,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,493,URBANA,656,654,URBANA,C1,NO,"CALLE PAVORREAL SIN NÚMERO, COLONIA LA GRANJA, CÓDIGO POSTAL 78716, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0061,ESCUELA PRIMARIA PROFESOR LUCIO SANDOVAL RIVERA,"ENTRE AVENIDA NORTE Y AVENIDA SUR, ATRÁS DEL RESTAURANT LA CARRETA",ESCUELA,78716,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,494,URBANA,594,593,URBANA,B1,NO,"CALLE BÉLGICA NÚMERO 510, COLONIA 22 DE MAYO, CÓDIGO POSTAL 78715, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0058,BIBLIOTECA PÚBLICA,CASI ESQUINA CALLE LERDO DE TEJADA,OFICINA PÚBLICA,78715,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,494,URBANA,593,592,URBANA,C1,NO,"ARGENTINA NÚMERO 120, COLONIA 22 DE MAYO, CÓDIGO POSTAL 78715, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0058,DOMICILIO PARTICULAR,ESQUINA CALLE LERDO DE TEJADA.,PARTICUL AR,78715,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,495,URBANA,490,489,URBANA,B1,NO,"ANDADOR DE LOS ALPES SIN NÚMERO, COLONIA COLINAS DE LA PAZ, CÓDIGO POSTAL 78722, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0007,ESCUELA SECUNDARIA PONCIANO ARRIAGA,"ATRÁS DE LA FRUTERÍA POCA LUZ, FRENTE A CARRETERA A LA PAZ",ESCUELA,78722,1,1,20
